Quarter,Revenue,Net Income,EPS (Diluted),Dividend Per Share,Total Assets,Total Liabilities,Shareholders' Equity,Book Value Per Share,Market Capitalization,PE Ratio,PS Ratio,PB Ratio,Return on Assets (ROA),Return on Equity (ROE),Earnings Yield,Dividend Yield,Stock Symbol,Date,Stock Price,Symbol
Q3 2022,574289,41073,1404,1500,1343212,552060,791151,30187.88,929059,7.23,0.41,1.17,9.06%,15.85%,15.36%,14.03%,CLC,9/30/2022 0:00,28.52,CLC
Q2 2022,542130,30696,1006.67,-,1254463,504385,750078,28620.65,951335,7.63,0.43,1.27,8.01%,12.65%,14.60%,-,CLC,6/30/2022 0:00,29.2,CLC
Q1 2022,537030,24971,825.31,-,1190229,391267,798962,30485.9,1071890,8.24,0.49,1.34,14.84%,23.87%,13.43%,-,CLC,3/31/2022 0:00,30.77,CLC
Q4 2021,605465,46004,1439.97,2500,1058642,277873,780770,29791.75,969681,7.57,0.45,1.24,11.78%,20.06%,14.66%,12.57%,CLC,12/31/2021 0:00,27.84,CLC
Q3 2021,503753,37224,1273,1000,1095407,334433,760974,29036.4,936921,8.14,0.46,1.23,11.95%,19.34%,13.72%,11.44%,CLC,9/30/2021 0:00,26.21,CLC
Q2 2021,541803,35729,1216.46,-,982350,258601,723750,27616.05,877954,7.37,0.43,1.21,8.00%,12.53%,15.09%,-,CLC,6/30/2021 0:00,24.56,CLC
Q1 2021,491076,23243,736.9,-,989238,235356,753882,28765.78,1006371,8.89,0.51,1.33,13.35%,17.79%,12.61%,-,CLC,3/31/2021 0:00,26.63,CLC
Q4 2020,480394,32350,1005.3,2000,911620,180982,730638,27878.89,864850,7.49,0.46,1.18,14.54%,23.40%,14.91%,13.11%,CLC,12/31/2020 0:00,22.89,CLC
Q3 2020,528310,41185,1409,1000,958187,233691,724496,27644.52,754778,6.07,0.39,1.04,10.05%,17.22%,18.31%,15.49%,CLC,9/30/2020 0:00,19.37,CLC
Q2 2020,465736,30165,987.53,-,963973,280662,683311,26073.04,702363,5.74,0.37,1.03,8.90%,14.31%,19.40%,-,CLC,6/30/2020 0:00,16.76,CLC
Q1 2020,425309,25248,838.61,-,1121630,403418,718211,27404.71,606706,4.98,0.32,0.84,Upgrade,Upgrade,22.23%,-,CLC,3/31/2020 0:00,14.47,CLC
Q4 2019,,,,,,,,,,,,,,,,,CLC,12/31/2019 0:00,21.2,CLC
Q4 2023,126461,33892,1074.9,2000,-,-,-,-,963122,14.29,3.63,-,-,-,7.47%,5.77%,SZL,12/31/2023 0:00,34.68,SZL
Q3 2024,,,,,,,,,,,,,,,,,SZL,9/30/2024 0:00,41.1,SZL
Q2 2024,,,,,,,,,,,,,,,,,SZL,6/30/2024 0:00,40.73,SZL
Q1 2024,,,,,,,,,,,,,,,,,SZL,3/31/2024 0:00,39.25,SZL
Q3 2023,,,,,,,,,,,,,,,,,SZL,9/30/2023 0:00,32.25,SZL
Q2 2023,,,,,,,,,,,,,,,,,SZL,6/30/2023 0:00,34.24,SZL
Q1 2023,,,,,,,,,,,,,,,,,SZL,3/31/2023 0:00,31.14,SZL
Q4 2022,,,,,,,,,,,,,,,,,SZL,12/31/2022 0:00,27.91,SZL
Q3 2022,,,,,,,,,,,,,,,,,SZL,9/30/2022 0:00,29.63,SZL
Q2 2022,,,,,,,,,,,,,,,,,SZL,6/30/2022 0:00,30.88,SZL
Q1 2022,,,,,,,,,,,,,,,,,SZL,3/31/2022 0:00,38.68,SZL
Q4 2021,,,,,,,,,,,,,,,,,SZL,12/31/2021 0:00,35.02,SZL
Q3 2021,,,,,,,,,,,,,,,,,SZL,9/30/2021 0:00,27.71,SZL
Q2 2021,,,,,,,,,,,,,,,,,SZL,6/30/2021 0:00,27.09,SZL
Q1 2021,,,,,,,,,,,,,,,,,SZL,3/31/2021 0:00,26.42,SZL
Q4 2020,,,,,,,,,,,,,,,,,SZL,12/31/2020 0:00,27.8,SZL
Q3 2020,,,,,,,,,,,,,,,,,SZL,9/30/2020 0:00,25,SZL
Q2 2020,,,,,,,,,,,,,,,,,SZL,6/30/2020 0:00,19.24,SZL
Q1 2020,,,,,,,,,,,,,,,,,SZL,3/31/2020 0:00,13.6,SZL
Q4 2019,,,,,,,,,,,,,,,,,SZL,12/31/2019 0:00,20.83,SZL
Q4 2023,440992,32994,895,-,940482,341621,598861,15635.22,1141497,10.64,1.06,1.91,8.53%,19.63%,10.01%,-,TCL,12/31/2023 0:00,35.58,TCL
Q3 2024,,,,,,,,,,,,,,,,,TCL,9/30/2024 0:00,35.2,TCL
Q2 2024,,,,,,,,,,,,,,,,,TCL,6/30/2024 0:00,35.5,TCL
Q1 2024,,,,,,,,,,,,,,,,,TCL,3/31/2024 0:00,36.14,TCL
Q3 2023,,,,,,,,,,,,,,,,,TCL,9/30/2023 0:00,36.84,TCL
Q2 2023,,,,,,,,,,,,,,,,,TCL,6/30/2023 0:00,34.17,TCL
Q1 2023,,,,,,,,,,,,,,,,,TCL,3/31/2023 0:00,31.24,TCL
Q4 2022,,,,,,,,,,,,,,,,,TCL,12/31/2022 0:00,28.58,TCL
Q3 2022,,,,,,,,,,,,,,,,,TCL,9/30/2022 0:00,29.73,TCL
Q2 2022,,,,,,,,,,,,,,,,,TCL,6/30/2022 0:00,28.38,TCL
Q1 2022,,,,,,,,,,,,,,,,,TCL,3/31/2022 0:00,33.5,TCL
Q4 2021,,,,,,,,,,,,,,,,,TCL,12/31/2021 0:00,32.02,TCL
Q3 2021,,,,,,,,,,,,,,,,,TCL,9/30/2021 0:00,30.78,TCL
Q2 2021,,,,,,,,,,,,,,,,,TCL,6/30/2021 0:00,28.22,TCL
Q1 2021,,,,,,,,,,,,,,,,,TCL,3/31/2021 0:00,21.37,TCL
Q4 2020,,,,,,,,,,,,,,,,,TCL,12/31/2020 0:00,19.77,TCL
Q3 2020,,,,,,,,,,,,,,,,,TCL,9/30/2020 0:00,18.35,TCL
Q2 2020,,,,,,,,,,,,,,,,,TCL,6/30/2020 0:00,14.82,TCL
Q1 2020,,,,,,,,,,,,,,,,,TCL,3/31/2020 0:00,8.71,TCL
Q4 2019,,,,,,,,,,,,,,,,,TCL,12/31/2019 0:00,10.59,TCL
Q3 2024,,,,,,,,,,,,,,,,,LBM,9/30/2024 0:00,27.43,LBM
Q2 2024,,,,,,,,,,,,,,,,,LBM,6/30/2024 0:00,24.54,LBM
Q1 2024,,,,,,,,,,,,,,,,,LBM,3/31/2024 0:00,20.9,LBM
Q4 2023,,,,,,,,,,,,,,,,,LBM,12/31/2023 0:00,22.34,LBM
Q3 2023,,,,,,,,,,,,,,,,,LBM,9/30/2023 0:00,22.66,LBM
Q2 2023,,,,,,,,,,,,,,,,,LBM,6/30/2023 0:00,22.43,LBM
Q1 2023,,,,,,,,,,,,,,,,,LBM,3/31/2023 0:00,18.88,LBM
Q4 2022,,,,,,,,,,,,,,,,,LBM,12/31/2022 0:00,17.91,LBM
Q3 2022,,,,,,,,,,,,,,,,,LBM,9/30/2022 0:00,18.46,LBM
Q2 2022,,,,,,,,,,,,,,,,,LBM,6/30/2022 0:00,20.09,LBM
Q1 2022,,,,,,,,,,,,,,,,,LBM,3/31/2022 0:00,22.43,LBM
Q4 2021,,,,,,,,,,,,,,,,,LBM,12/31/2021 0:00,18.05,LBM
Q3 2021,,,,,,,,,,,,,,,,,LBM,9/30/2021 0:00,13.67,LBM
Q2 2021,,,,,,,,,,,,,,,,,LBM,6/30/2021 0:00,12.43,LBM
Q1 2021,,,,,,,,,,,,,,,,,LBM,3/31/2021 0:00,12.34,LBM
Q4 2020,,,,,,,,,,,,,,,,,LBM,12/31/2020 0:00,7.94,LBM
Q3 2020,,,,,,,,,,,,,,,,,LBM,9/30/2020 0:00,6.6,LBM
Q2 2020,,,,,,,,,,,,,,,,,LBM,6/30/2020 0:00,5.78,LBM
Q1 2020,,,,,,,,,,,,,,,,,LBM,3/31/2020 0:00,4.69,LBM
Q4 2019,,,,,,,,,,,,,,,,,LBM,12/31/2019 0:00,5.62,LBM
Q3 2024,,,,,,,,,,,,,,,,,TDC,9/30/2024 0:00,10.1,TDC
Q2 2024,,,,,,,,,,,,,,,,,TDC,6/30/2024 0:00,9.53,TDC
Q1 2024,,,,,,,,,,,,,,,,,TDC,3/31/2024 0:00,9.2,TDC
Q4 2023,,,,,,,,,,,,,,,,,TDC,12/31/2023 0:00,9.91,TDC
Q3 2023,,,,,,,,,,,,,,,,,TDC,9/30/2023 0:00,10.2,TDC
Q2 2023,,,,,,,,,,,,,,,,,TDC,6/30/2023 0:00,12.75,TDC
Q1 2023,,,,,,,,,,,,,,,,,TDC,3/31/2023 0:00,9.51,TDC
Q4 2022,,,,,,,,,,,,,,,,,TDC,12/31/2022 0:00,10.1,TDC
Q3 2022,,,,,,,,,,,,,,,,,TDC,9/30/2022 0:00,18.34,TDC
Q2 2022,,,,,,,,,,,,,,,,,TDC,6/30/2022 0:00,10.81,TDC
Q1 2022,,,,,,,,,,,,,,,,,TDC,3/31/2022 0:00,21.86,TDC
Q4 2021,,,,,,,,,,,,,,,,,TDC,12/31/2021 0:00,27.03,TDC
Q3 2021,,,,,,,,,,,,,,,,,TDC,9/30/2021 0:00,20.75,TDC
Q2 2021,,,,,,,,,,,,,,,,,TDC,6/30/2021 0:00,17.72,TDC
Q1 2021,,,,,,,,,,,,,,,,,TDC,3/31/2021 0:00,18.81,TDC
Q4 2020,,,,,,,,,,,,,,,,,TDC,12/31/2020 0:00,13.95,TDC
Q3 2020,,,,,,,,,,,,,,,,,TDC,9/30/2020 0:00,7.4,TDC
Q2 2020,,,,,,,,,,,,,,,,,TDC,6/30/2020 0:00,6.49,TDC
Q1 2020,,,,,,,,,,,,,,,,,TDC,3/31/2020 0:00,5.09,TDC
Q4 2019,,,,,,,,,,,,,,,,,TDC,12/31/2019 0:00,6.86,TDC
Q3 2024,297261,19421,192.98,-,1656543,520685,1135858,14221.92,1022293,10.38,0.92,0.9,5.89%,10.12%,11.51%,-,VTO,9/30/2024 0:00,12.8,VTO
Q2 2024,259217,28958,204.83,-,1599479,483041,1116437,13978.76,990347,10.58,0.93,0.89,5.96%,9.71%,11.39%,-,VTO,6/30/2024 0:00,12.4,VTO
Q1 2024,268158,28106,469.21,-,1630680,458937,1171743,14671.24,862560,12.22,0.81,0.74,8.03%,14.68%,10.41%,-,VTO,3/31/2024 0:00,10.15,VTO
Q4 2023,291393,41226,242.35,800,1643850,499584,1144266,14327.21,758733,13.46,0.7,0.66,3.15%,5.30%,9.96%,8.96%,VTO,12/31/2023 0:00,8.93,VTO
Q3 2023,249211,14540,119,-,1650446,547406,1103040,13811.02,741163,12.06,0.66,0.67,1.67%,2.11%,10.72%,-,VTO,9/30/2023 0:00,8.72,VTO
Q2 2023,260127,5945,75.27,-,1624787,533087,1091700,13669.04,707619,10,0.59,0.65,2.56%,4.80%,12.54%,-,VTO,6/30/2023 0:00,8.33,VTO
Q1 2023,275891,13888,174,-,1682608,517522,1165086,14587.89,749149,11.13,0.62,0.64,8.42%,15.98%,11.39%,-,VTO,3/31/2023 0:00,8.1,VTO
Q4 2022,342516,45099,339.43,800,1692466,541268,1151198,14414,584624,10.56,0.5,0.51,5.62%,8.71%,12.55%,12.66%,VTO,12/31/2022 0:00,6.32,VTO
Q3 2022,318274,23823,298,-,1691734,585635,1106099,13849.32,602993,6.01,0.58,0.55,1.17%,0.90%,19.64%,-,VTO,9/30/2022 0:00,6.52,VTO
Q2 2022,268571,2520,32,-,1800148,717873,1082275,13551.03,622258,8.35,0.66,0.57,0.59%,0.66%,14.86%,-,VTO,6/30/2022 0:00,6.81,VTO
Q1 2022,250821,1905,24,-,1750326,588835,1161491,14727.27,1218490,14.39,1.3,1.05,2.48%,32.71%,8.43%,-,VTO,3/31/2022 0:00,12.38,VTO
Q4 2021,200631,90161,914.81,800,1756056,608389,1147667,14551.99,1017380,9.14,1.08,0.89,-0.36%,-0.79%,12.71%,7.74%,VTO,12/31/2021 0:00,10.34,VTO
Q3 2021,220597,-2099,-27,-,1781837,724331,1057506,13408.78,981890,-,0.94,0.93,2.86%,4.64%,7.55%,-,VTO,9/30/2021 0:00,9.98,VTO
Q2 2021,262442,12705,120.37,-,1764675,705069,1059605,13435.4,796553,10.79,0.74,0.75,3.59%,10.24%,11.52%,-,VTO,6/30/2021 0:00,8.09,VTO
Q1 2021,262551,28540,362,-,1764167,634891,1129276,14318.8,733460,10.18,0.69,0.65,6.73%,12.70%,12.28%,-,VTO,3/31/2021 0:00,6.83,VTO
Q4 2020,300565,34985,215.54,800,1786067,685331,1100736,13956.93,685351,13.19,0.59,0.62,3.33%,5.68%,10.21%,12.54%,VTO,12/31/2020 0:00,6.38,VTO
Q3 2020,244398,15567,197,-,1789970,686718,1103251,13988.82,548123,11.8,0.44,0.5,2.32%,3.89%,12.13%,-,VTO,9/30/2020 0:00,5.1,VTO
Q2 2020,262534,10957,139,-,1855139,767454,1087684,13791.43,612005,11.88,0.44,0.56,2.84%,2.91%,11.69%,-,VTO,6/30/2020 0:00,5.05,VTO
Q1 2020,358146,8453,107,-,1856377,693638,1162739,14743.09,469257,7.22,0.31,0.4,Upgrade,Upgrade,18.13%,-,VTO,3/31/2020 0:00,3.87,VTO
Q4 2019,,,,,,,,,,,,,,,,,VTO,12/31/2019 0:00,4.82,VTO
Q3 2024,74080,27412,806,-,722411,121333,601078,17144.57,1285200,14.24,4.16,2.14,8.25%,13.22%,7.39%,-,CLL,9/30/2024 0:00,37.8,CLL
Q2 2024,78440,19957,596.95,-,717964,141914,576050,16400.56,1395700,16.14,4.49,2.42,10.36%,16.39%,6.53%,-,CLL,6/30/2024 0:00,38.57,CLL
Q1 2024,76508,25914,751.78,-,689592,44824,644767,18426.97,1411000,14.53,4.49,2.19,7.44%,14.88%,6.84%,-,CLL,3/31/2024 0:00,39,CLL
Q4 2023,79615,21672,499.73,-,675102,56371,618731,17661.8,1254600,13.61,4.1,2.03,8.02%,16.29%,7.72%,-,CLL,12/31/2023 0:00,34.67,CLL
Q3 2023,76543,23607,694,-,788409,190046,598363,17091.03,1232500,13.5,4.05,2.06,9.78%,16.49%,7.80%,-,CLL,9/30/2023 0:00,34.06,CLL
Q2 2023,81603,25341,909.35,-,758301,181619,576682,16465.09,1183200,13.44,4,2.05,9.86%,15.75%,7.85%,-,CLL,6/30/2023 0:00,29.82,CLL
Q1 2023,68529,26245,607.91,-,719737,43196,676541,19413.18,1008100,11.96,3.67,1.49,7.66%,14.41%,9.15%,-,CLL,3/31/2023 0:00,25.4,CLL
Q4 2022,77895,20975,473.78,3680,703998,53624,650375,18639.92,853400,9.95,3.24,1.31,7.42%,13.12%,10.62%,17.11%,CLL,12/31/2022 0:00,21.51,CLL
Q3 2022,67566,20328,598,-,756251,124444,631808,18133.22,1006400,12.13,4.02,1.59,9.57%,14.86%,8.83%,-,CLL,9/30/2022 0:00,23.31,CLL
Q2 2022,60827,24731,799.34,-,724547,111318,613230,17589.6,974100,11.13,4.03,1.59,9.70%,14.07%,9.59%,-,CLL,6/30/2022 0:00,22.56,CLL
Q1 2022,57439,24592,650.96,-,694246,21429,672817,19317.44,1118600,13.81,4.55,1.66,6.99%,12.38%,7.99%,-,CLL,3/31/2022 0:00,25.91,CLL
Q4 2021,64439,19186,390.69,2400,678551,30297,648254,18577.07,1139000,14.21,4.31,1.76,7.58%,14.69%,7.56%,9.10%,CLL,12/31/2021 0:00,26.38,CLL
Q3 2021,58977,24879,732,-,737112,106428,630685,18079.75,1252900,15.22,4.07,1.99,8.08%,11.81%,7.25%,-,CLL,9/30/2021 0:00,29.02,CLL
Q2 2021,65134,20722,609.04,-,717292,33451,683841,19600.98,1101600,13.46,3,1.61,7.93%,12.74%,8.20%,-,CLL,6/30/2021 0:00,24.07,CLL
Q1 2021,75731,21284,625.99,-,707936,39098,668838,19096.6,1084600,12.43,2.87,1.62,6.04%,14.73%,8.83%,-,CLL,3/31/2021 0:00,23.7,CLL
Q4 2020,107772,23945,453.63,2200,705656,58557,647099,18463.19,1054000,11.95,2.73,1.63,9.82%,16.63%,9.17%,9.55%,CLL,12/31/2020 0:00,23.03,CLL
Q3 2020,118249,24385,717,-,753270,127092,626179,17833.26,989400,12.19,2.8,1.58,10.21%,17.06%,8.70%,-,CLL,9/30/2020 0:00,21.62,CLL
Q2 2020,75996,26132,768.95,-,734336,130730,603607,17203.87,938400,11.54,2.91,1.55,8.62%,14.16%,9.19%,-,CLL,6/30/2020 0:00,19,CLL
Q1 2020,84223,22192,652.61,-,709053,56348,652705,18603.3,986000,11.69,2.93,1.51,Upgrade,Upgrade,8.61%,-,CLL,3/31/2020 0:00,19.96,CLL
Q4 2019,,,,,,,,,,,,,,,,,CLL,12/31/2019 0:00,17.62,CLL
Q3 2024,273430,33329,608,-,4584401,3080282,1504120,23411.89,835700,8.02,0.8,0.56,4.01%,6.93%,12.81%,-,CTI,9/30/2024 0:00,15.25,CTI
Q2 2024,256511,20230,369.56,-,4532400,3065657,1466743,22803.7,915160,12.01,0.96,0.62,4.70%,8.92%,8.63%,-,CTI,6/30/2024 0:00,16.7,CTI
Q1 2024,257338,28186,514,-,4568502,3126441,1442060,22442.92,865840,9.3,0.97,0.6,4.46%,7.02%,11.08%,-,CTI,3/31/2024 0:00,15.8,CTI
Q4 2023,255801,25276,409.78,-,4515715,3105098,1410617,21935.55,843920,11.45,1.04,0.6,3.84%,1.86%,9.07%,-,CTI,12/31/2023 0:00,15.4,CTI
Q3 2023,178805,5327,97,-,4571697,3166171,1405526,21802.84,813780,12.57,1.1,0.58,-,11.98%,8.41%,-,CTI,9/30/2023 0:00,14.85,CTI
Q2 2023,203029,37153,426,-,4500532,3109300,1391231,21391.19,789120,9.44,0.98,0.57,-,2.33%,11.07%,-,CTI,6/30/2023 0:00,14.4,CTI
Q1 2023,176754,8752,390.97,-,-,-,1343997,20608.68,676780,8.91,0.8,0.5,3.63%,2.51%,11.78%,-,CTI,3/31/2023 0:00,12.35,CTI
Q4 2022,182524,17218,246.3,-,4496413,3152416,1343997,20608.68,695960,7.84,0.78,0.52,5.28%,10.77%,13.28%,-,CTI,12/31/2022 0:00,12.7,CTI
Q3 2022,242395,24205,442,-,4567721,3230517,1337204,20318.98,734320,21.05,0.74,0.55,4.74%,8.26%,5.01%,-,CTI,9/30/2022 0:00,13.4,CTI
Q2 2022,247224,29531,538.89,-,4562616,3255025,1307592,19777.55,706920,161.7,0.85,0.54,4.45%,8.22%,0.88%,-,CTI,6/30/2022 0:00,12.9,CTI
Q1 2022,221820,21496,392,-,4782179,3501907,1280271,19349.27,1326160,-148.52,1.68,1.04,2.91%,-15.34%,-0.53%,-,CTI,3/31/2022 0:00,24.2,CTI
Q4 2021,281062,-38467,-736.16,-,4755352,3500294,1255058,18972.09,1476860,-,1.95,1.18,0.43%,-1.95%,-0.29%,-,CTI,12/31/2021 0:00,26.95,CTI
Q3 2021,81597,-6313,-115.2,-,4610947,3323479,1287468,19301.39,871320,-,0.94,0.68,3.57%,5.31%,6.04%,-,CTI,9/30/2021 0:00,15.9,CTI
Q2 2021,202661,16230,296.24,-,4701675,3401681,1299994,19491.6,843920,14.24,0.84,0.65,3.43%,7.20%,8.30%,-,CTI,6/30/2021 0:00,14.53,CTI
Q1 2021,193532,24293,442.88,-,4489488,3137952,1351536,20437.8,1041200,10.87,1.09,0.77,3.48%,6.47%,10.23%,-,CTI,3/31/2021 0:00,17.93,CTI
Q4 2020,446847,18409,139.01,1000,4531232,3182067,1349165,20338.6,849400,9.86,0.93,0.63,3.14%,3.58%,11.41%,6.84%,CTI,12/31/2020 0:00,14.62,CTI
Q3 2020,157732,11115,203,-,4613349,3251836,1361513,19975.9,767200,7.88,1.14,0.56,1.51%,15.26%,13.39%,-,CTI,9/30/2020 0:00,12.19,CTI
Q2 2020,157513,52698,1332.77,-,4441827,3126713,1315114,19803.56,794600,7.89,1.12,0.6,3.10%,3.88%,13.36%,-,CTI,6/30/2020 0:00,12.62,CTI
Q1 2020,152774,14717,209.89,-,4615203,3140211,1474992,19858.91,1335600,18.38,1.76,0.91,Upgrade,Upgrade,5.84%,-,CTI,3/31/2020 0:00,17.29,CTI
Q4 2019,,,,,,,,,,,,,,,,,CTI,12/31/2019 0:00,18.67,CTI
Q4 2023,118564,23807,-,-,1558765,622131,936634,-,762545,12.43,2.65,0.81,2.81%,13.64%,8.05%,-,D2D,12/31/2023 0:00,20.4,D2D
Q3 2024,,,,,,,,,,,,,,,,,D2D,9/30/2024 0:00,39.91,D2D
Q2 2024,,,,,,,,,,,,,,,,,D2D,6/30/2024 0:00,39.35,D2D
Q1 2024,,,,,,,,,,,,,,,,,D2D,3/31/2024 0:00,35.7,D2D
Q3 2023,,,,,,,,,,,,,,,,,D2D,9/30/2023 0:00,22.02,D2D
Q2 2023,,,,,,,,,,,,,,,,,D2D,6/30/2023 0:00,22.42,D2D
Q1 2023,,,,,,,,,,,,,,,,,D2D,3/31/2023 0:00,17.87,D2D
Q4 2022,,,,,,,,,,,,,,,,,D2D,12/31/2022 0:00,16.83,D2D
Q3 2022,,,,,,,,,,,,,,,,,D2D,9/30/2022 0:00,23.67,D2D
Q2 2022,,,,,,,,,,,,,,,,,D2D,6/30/2022 0:00,30.7,D2D
Q1 2022,,,,,,,,,,,,,,,,,D2D,3/31/2022 0:00,43.45,D2D
Q4 2021,,,,,,,,,,,,,,,,,D2D,12/31/2021 0:00,41.24,D2D
Q3 2021,,,,,,,,,,,,,,,,,D2D,9/30/2021 0:00,36.61,D2D
Q2 2021,,,,,,,,,,,,,,,,,D2D,6/30/2021 0:00,36.1,D2D
Q1 2021,,,,,,,,,,,,,,,,,D2D,3/31/2021 0:00,37.52,D2D
Q4 2020,,,,,,,,,,,,,,,,,D2D,12/31/2020 0:00,40.24,D2D
Q3 2020,,,,,,,,,,,,,,,,,D2D,9/30/2020 0:00,33.26,D2D
Q2 2020,,,,,,,,,,,,,,,,,D2D,6/30/2020 0:00,23.67,D2D
